0,A1,A2,B1,B2,C1,C2,D1,D2,Q
0.0005213825281754602,0.4927064891258099,0.5954188471763756,0.014077328260737427,0.013034563204386505,0.006256590338105523,0.006777972866280983,0.4927064891258099,0.39937901658240255,0.08446877175580314
0.000539391901378053,0.4924648059581624,0.5965674429241267,0.015102973238585485,0.017260540844097696,0.005933310915158583,0.006472702816536636,0.4924648059581624,0.3980712232170031,0.06894933587231147
0.000565158490756651,0.5001652643196361,0.5888951473684304,0.01638959623194288,0.01808507170421283,0.009607694342863068,0.01073801132437637,0.5001652643196361,0.3899593586220892,0.051452361680445466
0.0006010789915939888,0.5079117478969205,0.5782379899134172,0.017431290756225674,0.01923452773100764,0.007814026890721854,0.006611868907533876,0.5079117478969205,0.3858927126033408,0.060073823574978424
0.0006251178311652286,0.5032198540880091,0.5813595829836626,0.01812841710379163,0.021879124090783,0.010001885298643657,0.006876296142817514,0.5032198540880091,0.39319911580292877,0.05583385876010914
0.0006759547065388504,0.5062900751975989,0.5799691382103337,0.01351909413077701,0.024334369435398615,0.010815275304621607,0.008111456478466205,0.5062900751975989,0.3873220468467613,0.06304712976386032
0.00070601489097268,0.5033886172635209,0.5852863446163518,0.01341428292848092,0.025416536075016483,0.006354134018754121,0.00917819358264484,0.5033886172635209,0.38689616025302864,0.045422972855060986
0.0007495540075092589,0.5141940491513516,0.5794052478046571,0.014241526142675919,0.02698394427033332,0.011243310112638884,0.009744202097620365,0.5141940491513516,0.3665319096720276,0.11050577403200065
0.0008572984796896867,0.48523093950436263,0.6181122038562641,0.017145969593793733,0.0317200437485184,0.008572984796896867,0.011144880235965927,0.48523093950436263,0.3814978234619106,0.09731515315834408
0.000911190572643671,0.492954099800226,0.6132312553891905,0.01822381145287342,0.034625241760459495,0.00911190572643671,0.011845477444367722,0.492954099800226,0.3690321819206867,0.08434821978770406
0.0009661880846243297,0.5004854278354027,0.6077323052287034,0.018357573607862263,0.039613711469597516,0.018357573607862263,0.018357573607862263,0.5004854278354027,0.35652340322637766,0.16400232975194864
0.0012303250544032154,0.4650628705644154,0.6557632539969138,0.02460650108806431,0.05044332723053183,0.017224550761645016,0.020915525924854662,0.4650628705644154,0.365406541157755,0.1486723058022916
0.0013381845706776916,0.4737173380199028,0.6490195167786804,0.02676369141355383,0.05486556739778535,0.014720030277454606,0.016058214848132298,0.4737173380199028,0.3546189112295883,0.15049076343589368
0.0014170505031628395,0.47187781755322555,0.6475920799454177,0.02834101006325679,0.06518432314549062,0.017004606037954072,0.019838707044279754,0.47187781755322555,0.3599308278033612,0.18908295521167007
0.0015285606726893294,0.45398251978873083,0.6695095746379263,0.03209977412647592,0.06572810892564117,0.02139984941765061,0.016814167399582625,0.45398251978873083,0.36532600077274974,0.25949315079438695
0.0016784809236376908,0.41794174998578504,0.7066404688514679,0.03524809939639151,0.0721746797164207,0.02014177108365229,0.023498732930927673,0.41794174998578504,0.3793366887421181,0.23174104859678057
0.0018703878014267995,0.4339299699310175,0.6976546499321963,0.039278143829962794,0.05050047063852359,0.022444653617121595,0.020574265815694794,0.4339299699310175,0.3628552334767991,0.24411968760258623
0.0019831006304028135,0.4283497361670077,0.7059838244234016,0.03966201260805627,0.053543717020875965,0.02379720756483376,0.02776340882563939,0.4283497361670077,0.35894121410290925,0.24092834679520758
0.0021530683359714713,0.4327667355302658,0.7062064141986426,0.02798988836762913,0.06459205007914415,0.02583682003165766,0.0301429567036006,0.4327667355302658,0.3466440020914069,0.2127340312661326
0.0024092189271362695,0.4481147204473461,0.6938550510152456,0.0313198460527715,0.06986734888695181,0.028910627125635233,0.03613828390704404,0.4481147204473461,0.3300629930176689,0.2214386132090696
0.002565916723164189,0.4439035931074046,0.6979293487006594,0.03592283412429864,0.07184566824859728,0.03848875084746283,0.03592283412429864,0.4439035931074046,0.33100325728818036,0.2959941061239592
0.002876521925402908,0.40558959148181,0.7392661348285473,0.04027130695564071,0.06616000428426688,0.037394785030237805,0.04314782888104362,0.40558959148181,0.3394295871975431,0.29484477332045195
0.0031875110629238056,0.4080014160542471,0.7426900776612466,0.04462515488093328,0.06375022125847611,0.04143764381800947,0.04462515488093328,0.4080014160542471,0.32512612841822813,0.31046329984113485
0.003438131781186432,0.3988232866176261,0.7460745965174558,0.044695713155423616,0.06876263562372864,0.041257581374237184,0.03094318603067789,0.3988232866176261,0.34037504633745674,0.3296161354059614
0.003532863187630883,0.3709506347012427,0.724236953464331,0.028262905501047063,0.06712440056498678,0.0423943582515706,0.03532863187630883,0.3709506347012427,0.4380750352662295,0.3233080811722324
0.0038999768537060593,0.37439777795578166,0.721495717935621,0.031199814829648474,0.06239962965929695,0.04679972224447271,0.03509979168335453,0.37439777795578166,0.4367974076150786,0.335499580115093
0.0042468301280391505,0.36947422113940603,0.7304547820227338,0.033974641024313204,0.06794928204862641,0.04671513140843065,0.03822147115235235,0.36947422113940603,0.4289298429319542,0.34576465140284224
0.004573606500037594,0.3613149135029699,0.7363506465060526,0.03658885200030075,0.06860409750056391,0.041162458500338346,0.06403049100052631,0.3613149135029699,0.4299190110035338,0.28818291884827957
0.005427173612961952,0.38532932652029855,0.7001053960720917,0.03799021529073366,0.03799021529073366,0.016281520838885854,0.04341738890369561,0.38532932652029855,0.4558825834888039,0.2921789034385755
0.0059872726114462175,0.3831854471325579,0.7064981681506537,0.02394909044578487,0.02394909044578487,0.0059872726114462175,0.06585999872590839,0.3831854471325579,0.44904544585846634,0.2352154001910404
0.006426650278443724,0.3663190658712922,0.60410512617371,0.025706601113774895,0.01927995083533117,0.0,0.025706601113774895,0.3663190658712922,0.60410512617371,0.19049438247911019
0.006901970379677908,0.3934123116416408,0.5866674822726222,0.020705911139033726,0.020705911139033726,0.0,0.034509851898389544,0.3934123116416408,0.5866674822726222,0.12202014070512784
0.00762625879407049,0.43469675126201796,0.5567168919671458,0.03050503517628196,0.03050503517628196,0.00762625879407049,0.01525251758814098,0.43469675126201796,0.5567168919671458,0.18279100570892168
0.007982139987289152,0.3991069993644576,0.5826962190721081,0.03192855994915661,0.03192855994915661,0.0,0.015964279974578305,0.3991069993644576,0.5826962190721081,1.0
0.00026068291113050653,0.49998982354831156,0.49998982354831156,0.0007820487333915196,0.0007820487333915196,0.0041709265780881044,0.004692292400349117,0.49998982354831156,0.49998982354831156,0.8094527370052982
0.0002768497185180661,0.49999059164362736,0.49999059164362736,0.0019379480296264626,0.0019379480296264626,0.0038758960592529253,0.0038758960592529253,0.49999059164362736,0.49999059164362736,0.8083040606681037
0.00028473020384926035,0.5005556983669998,0.4994167775516027,0.0019931114269448225,0.002277841630794083,0.005125143669286686,0.004270953057738906,0.5005556983669998,0.4994167775516027,0.8071067152859106
0.00029307307797373926,0.5011549633350941,0.49881037871130424,0.002344584623789914,0.0032238038577111316,0.005568388481501046,0.004103023091632349,0.5011549633350941,0.49881037871130424,0.8258330529278507
0.000306704978392426,0.4925681952982361,0.5072900342610726,0.002453639827139408,0.00306704978392426,0.004907279654278816,0.005213984632671241,0.4925681952982361,0.5072900342610726,0.8263717386819251
0.0003160060707220058,0.492337458184885,0.5075057495795413,0.0034760667779420635,0.004108078919386075,0.005056097131552093,0.005372103202274098,0.492337458184885,0.5075057495795413,0.825584137509872
0.00032547320836193177,0.49276643745996473,0.5070872586278897,0.0039056785003431815,0.004556624917067045,0.005533044542152841,0.004556624917067045,0.49276643745996473,0.5070872586278897,0.8257587567427132
0.00033506405321412775,0.49254415822476777,0.5072869765661894,0.005696088904640172,0.00435583269178366,0.005696088904640172,0.006031152957854299,0.49254415822476777,0.5072869765661894,0.8246209761278029
0.000344774951575628,0.49302818075314797,0.5068191788161731,0.005861174176785676,0.0034477495157562797,0.005861174176785676,0.005861174176785676,0.49302818075314797,0.5068191788161731,0.8237219820219354
0.0003550643865740153,0.4935394973378812,0.5063218152545458,0.006036094571758259,0.003905708252314168,0.006391158958332275,0.0046158370254621986,0.4935394973378812,0.5063218152545458,0.8305277190539345
0.00040845863274284027,0.5138409599904931,0.5644898304506052,0.006535338123885444,0.006535338123885444,0.007352255389371125,0.005309962225656923,0.5138409599904931,0.391303370167641,0.8442285607685043
0.0004053452335735749,0.49816929206192356,0.5439733034557376,0.006890868970750774,0.0060801785036036235,0.006890868970750774,0.0060801785036036235,0.49816929206192356,0.45560804253669823,0.8361956945156512
0.00045171352950965104,0.5117914289344346,0.568255620123141,0.0076791300016640675,0.007227416472154417,0.0076791300016640675,0.0054205623541158125,0.5117914289344346,0.3911839165553578,0.864101718544888
0.00047869810614062044,0.5002395209169483,0.5830542932792757,0.008137867804390547,0.007659169698249927,0.005265679167546825,0.005265679167546825,0.5002395209169483,0.39923422052127744,0.866966503912693
0.0004967748503254943,0.49925872457712184,0.5852007736834324,0.010929046707160876,0.010432271856835382,0.005464523353580438,0.005464523353580438,0.49925872457712184,0.39841342996104645,0.8700645019454198
0.0005141447974841959,0.49820630876218586,0.5871533587269517,0.012853619937104897,0.014396054329557486,0.007198027164778743,0.006683882367294547,0.49820630876218586,0.39794807325276765,0.8752912963465301
0.0005433704192194835,0.4960971927473885,0.5901002752723591,0.013584260480487088,0.01521437173814554,0.0065204450306338025,0.005433704192194836,0.4960971927473885,0.39883388770710093,0.8813160013363661
0.0005624978488892926,0.49331061347590965,0.5945602262759823,0.017999931164457365,0.015749939768900195,0.006187476337782219,0.011249956977785852,0.49331061347590965,0.3988109748625085,0.7902983337037722
0.0006288205144414493,0.5313533347030246,0.551475591165151,0.022008718005450723,0.018235794918802027,0.006917025658855941,0.007545846173297391,0.5313533347030246,0.36094297528939184,0.7866560007290941
0.0006518116821770739,0.5325301443386694,0.5507808714396275,0.026072467287082957,0.013036233643541478,0.006518116821770739,0.007169928503947813,0.5325301443386694,0.35849642519739067,0.7831266667783604
0.0006762101188003604,0.5342059938522847,0.5517874569410941,0.027048404752014418,0.013524202376007209,0.007438311306803965,0.012847992257206849,0.5342059938522847,0.3516292617761874,0.6806114533784304
0.0007698393651021813,0.5712208089058185,0.5050146235070309,0.03079357460408725,0.015396787302043625,0.007698393651021812,0.007698393651021812,0.5712208089058185,0.30177703112005505,0.6723541563523228
0.0007960872616973347,0.5739789156837783,0.5023310621310182,0.032639577729590724,0.016717832495644028,0.008756959878670681,0.010349134402065351,0.5739789156837783,0.29534837408971115,0.6003304524878852
0.0008510441045933925,0.5957308732153748,0.46892530163095925,0.03744594060210927,0.017871926196461243,0.008510441045933924,0.016169837987274456,0.5957308732153748,0.2612705401101715,0.571562446895416
0.0008868678192751259,0.6039569849263607,0.4531894556495893,0.039022184048105535,0.01862422420477764,0.011529281650576637,0.009755546012026384,0.6039569849263607,0.2509835928548606,0.5786880838095252
0.00093297384690968,0.6017681312567436,0.4590231326795626,0.04384977080475496,0.0186594769381936,0.0093297384690968,0.01306163385673552,0.6017681312567436,0.2500369909717942,0.47958551154285
0.0010152760402412548,0.6264253168288542,0.4020493119355369,0.04873324993158023,0.020305520804825096,0.013198588523136313,0.015229140603618822,0.6264253168288542,0.2243760048933173,0.43526458545003954
0.0011190654030667324,0.6367482143449708,0.380482237042689,0.04923887773493622,0.02350037346440138,0.012309719433734056,0.01342878483680079,0.6367482143449708,0.20255083795507856,0.4044906273629544
0.0011695762441484194,0.6432669342816306,0.36490778817430686,0.051461354742530455,0.028069829859562065,0.012865338685632614,0.014034914929781032,0.6432669342816306,0.18830177530789552,0.38976094362977265
0.0012124436826358423,0.6462324828449039,0.35767088637757344,0.0545599657186129,0.030311092065896054,0.023036429970081002,0.014549324191630107,0.6462324828449039,0.17944166503010464,0.4332596894879878
0.0013809717945460725,0.6366279972857394,0.3866721024729003,0.06076275896002719,0.024857492301829306,0.01657166153455287,0.023476520507283234,0.6366279972857394,0.1864311922637198,0.42085568269234863
0.001439531558216128,0.6391520118479609,0.3814758629272739,0.06333938856150964,0.025911568047890306,0.017274378698593537,0.02447203648967418,0.6391520118479609,0.17850191321879988,0.3369771317606851
0.0015350735820042073,0.6554764195157965,0.33311096729491296,0.06754323760818512,0.026096250894071523,0.02302610373006311,0.019955956566054693,0.6554764195157965,0.15350735820042072,0.33015410832879893
0.0016298300149046264,0.6568214960065645,0.32759583299582995,0.06519320059618507,0.029336940268283276,0.01955796017885552,0.01955796017885552,0.6568214960065645,0.15483385141593953,0.3119823155162365
0.0017016870805700317,0.6602545872611723,0.31991717114716595,0.056155673658811044,0.030630367450260567,0.02042024496684038,0.028928680369690537,0.6602545872611723,0.14294171476788264,0.23590889251659136
0.0018072105524610303,0.6722823255155033,0.2819248461839207,0.059637948231213996,0.0180721055246103,0.019879316077071333,0.023493737181993393,0.6722823255155033,0.10843263314766181,0.22022760569975536
0.001890045133493641,0.6747461126572298,0.27405654435657795,0.052921263737821946,0.01890045133493641,0.02079049646843005,0.026460631868910973,0.6747461126572298,0.10017239207516297,0.18887529369120906
0.0019856088330319926,0.6790782208969416,0.25614353946112706,0.04964022082579982,0.01985608833031993,0.02184169716335192,0.0277985236624479,0.6790782208969416,0.08935239748643968,0.17673696558156482
0.0020812882799182662,0.6805812675332731,0.24559201703035544,0.04995091871803839,0.020812882799182662,0.024975459359019195,0.031219324198773993,0.6805812675332731,0.09365797259632198,0.1433681032317628
0.002258199518668482,0.68423445415655,0.23033635090418517,0.05645498796671205,0.015807396630679375,0.027098394224021785,0.029356593742690267,0.68423445415655,0.07452058411605991,0.13941047785495314
0.002417625100822354,0.6841879035327261,0.2248391343764789,0.0676935028230259,0.02417625100822354,0.029011501209868246,0.029011501209868246,0.6841879035327261,0.07978162832713767,0.1278152786382235
0.0025656717979546727,0.6850343700538977,0.21808210282614718,0.07440448214068551,0.023091046181592054,0.030788061575456074,0.030788061575456074,0.6850343700538977,0.07697015393864018,0.12094498832862022
0.002699116777567913,0.6855756615022499,0.2105311086502972,0.07827438654946947,0.024292050998111218,0.04048675166351869,0.02699116777567913,0.6855756615022499,0.08097350332703739,0.1806216454667413
0.0030400614049964306,0.6748936319092076,0.2006440527297644,0.07600153512491076,0.024320491239971445,0.042560859669950026,0.018240368429978584,0.6748936319092076,0.2006440527297644,0.13367091320309138
0.003272292654585248,0.6839091648083168,0.20288214458428536,0.08180731636463119,0.022906048582096734,0.04581209716419347,0.013089170618340992,0.6839091648083168,0.11780253556506892,0.12737939010715887
0.003477971598512975,0.6816824333085431,0.17389857992564875,0.08694928996282437,0.0139118863940519,0.04869160237918165,0.0,0.6816824333085431,0.17389857992564875,-1.0
0.00026068291113050653,0.49998982354831156,0.49998982354831156,0.0007820487333915196,0.0007820487333915196,0.0041709265780881044,0.004692292400349117,0.49998982354831156,0.49998982354831156,-0.18147959225440646
0.0002768497185180661,0.49999059164362736,0.49999059164362736,0.0019379480296264626,0.0019379480296264626,0.0038758960592529253,0.0038758960592529253,0.49999059164362736,0.49999059164362736,-0.18330025712310938
0.00028473020384926035,0.5005556983669998,0.4994167775516027,0.0019931114269448225,0.002277841630794083,0.005125143669286686,0.004270953057738906,0.5005556983669998,0.4994167775516027,-0.18520077329587634
0.00029307307797373926,0.5011549633350941,0.49881037871130424,0.002344584623789914,0.0032238038577111316,0.005568388481501046,0.004103023091632349,0.5011549633350941,0.49881037871130424,-0.15731137357689395
0.000306704978392426,0.4925681952982361,0.5072900342610726,0.002453639827139408,0.00306704978392426,0.004907279654278816,0.005213984632671241,0.4925681952982361,0.5072900342610726,-0.15664460397669724
0.0003160060707220058,0.492337458184885,0.5075057495795413,0.0034760667779420635,0.004108078919386075,0.005056097131552093,0.005372103202274098,0.492337458184885,0.5075057495795413,-0.15796371564738543
0.00032547320836193177,0.49276643745996473,0.5070872586278897,0.0039056785003431815,0.004556624917067045,0.005533044542152841,0.004556624917067045,0.49276643745996473,0.5070872586278897,-0.1577234234585493
0.00033506405321412775,0.49254415822476777,0.5072869765661894,0.005696088904640172,0.00435583269178366,0.005696088904640172,0.006031152957854299,0.49254415822476777,0.5072869765661894,-0.15939102637180746
0.000344774951575628,0.49302818075314797,0.5068191788161731,0.005861174176785676,0.0034477495157562797,0.005861174176785676,0.005861174176785676,0.49302818075314797,0.5068191788161731,-0.16088810120721897
0.0003550643865740153,0.4935394973378812,0.5063218152545458,0.006036094571758259,0.003905708252314168,0.006391158958332275,0.0046158370254621986,0.4935394973378812,0.5063218152545458,-0.1627827048671582
0.00036597685628366063,0.4940687559829418,0.505780015384019,0.008051490838240534,0.00585562970053857,0.006587583413105891,0.004757699131687588,0.4940687559829418,0.505780015384019,-0.1647792299553568
0.00037645266315857644,0.49465879939036944,0.5051994739588096,0.007905505926330105,0.005646789947378646,0.006776147936854376,0.005646789947378646,0.49465879939036944,0.5051994739588096,-0.17443879137113344
0.00039553016689247163,0.4975769499507293,0.5023233119534389,0.008701663671634377,0.005932952503387074,0.005932952503387074,0.005537422336494603,0.4975769499507293,0.5023233119534389,-0.1935306443202684
0.0004118035348015844,0.5032239195275362,0.4966350629707108,0.011942302509245948,0.0061770530220237665,0.005765249487222182,0.004941642417619013,0.5032239195275362,0.4966350629707108,-0.20450044708171297
0.0004231022511363498,0.5064533946102108,0.4933372248249839,0.012269965282954145,0.005077227013636197,0.005923431515908897,0.005923431515908897,0.5064533946102108,0.4933372248249839,-0.19327037321806362
0.0004691371348748339,0.5127668884181935,0.5301249624085623,0.013604976911370184,0.007037057023122509,0.005160508483623173,0.005160508483623173,0.5127668884181935,0.43911235824284456,-0.18355469421926524
0.00048605786237606956,0.5098746976324969,0.5336915328889243,0.015553851596034226,0.008749041522769252,0.007776925798017113,0.008262983660393183,0.5098746976324969,0.44134053903747117,-0.16201665138024413
0.0005152164715317635,0.503366492686533,0.5409772951083517,0.018547792975143487,0.009273896487571744,0.00875868001603998,0.009273896487571744,0.503366492686533,0.4472078972895708,-0.12867997567603592
0.0005602836165304264,0.4936098661633056,0.5524396458990004,0.017929075728973645,0.010085105097547674,0.005042552548773837,0.008964537864486822,0.4936098661633056,0.4549502966227062,-0.15891734374467473
0.0005848679320949922,0.5029864216016933,0.5439271768483427,0.01871577382703975,0.010527622777709859,0.005848679320949922,0.008773018981424883,0.5029864216016933,0.44449962839219403,-0.16731500796418192
0.0006013466118807562,0.5057325005917159,0.5418132973045613,0.0192430915801842,0.011425585625734367,0.00781750595444983,0.0072161593425690744,0.5057325005917159,0.4407870665085943,-0.20285292420762954
0.0006346011922610671,0.5159307693082477,0.5311611979225133,0.026018648882703756,0.012057422652960276,0.006346011922610672,0.0076152143071328065,0.5159307693082477,0.4296250071607425,-0.2408996981567471
0.0006620494508857103,0.5269913629050254,0.5197088189452825,0.027144027486314122,0.011916890115942786,0.006620494508857103,0.011254840665057076,0.5269913629050254,0.4164291046071118,-0.32384694138218784
0.000706508797925971,0.5503703535843314,0.49243663215440175,0.02896686071496481,0.013423667160593448,0.009891123170963594,0.011304140766815535,0.5503703535843314,0.38787333006135805,-0.3329465011551552
0.0007564668771655264,0.5529772872079998,0.4909470032804266,0.03101514196378658,0.014372870666145001,0.00832113564882079,0.015129337543310528,0.5529772872079998,0.38201577296859085,-0.4581450381953708
0.0008239384947201194,0.585820269746005,0.44575072564358464,0.0296617858099243,0.01647876989440239,0.008239384947201195,0.012359077420801792,0.585820269746005,0.33699084434052884,-0.5238600195936927
0.0008668154326658176,0.6015699102700774,0.4204054848429215,0.031205355575969432,0.01733630865331635,0.008668154326658175,0.014735862355318898,0.6015699102700774,0.31292037119236016,-0.5691920788003768
0.0009016846628703829,0.6122438860889899,0.4012496749773204,0.026148855223241105,0.018033693257407658,0.010820215954444594,0.013525269943055742,0.6122438860889899,0.296654254084356,-0.6019305461916571
0.0009939174496525957,0.6231862409321776,0.4104879067065221,0.029817523489577877,0.019878348993051916,0.009939174496525958,0.014908761744788938,0.6231862409321776,0.23058884831940224,-0.5925837896470557
0.0010212842445404314,0.6168556837024205,0.38910929716990433,0.03063852733621294,0.020425684890808628,0.013276695179025607,0.011234126689944744,0.6168556837024205,0.2931085781831038,-0.5920576365301007
0.00109347360982098,0.6167191159390327,0.39037007870608986,0.0328042082946294,0.01858905136695666,0.0109347360982098,0.01202820970803078,0.6167191159390327,0.2919574538222017,-0.6364708291747497
0.001145113322428888,0.6263769873686017,0.3721618297893886,0.03435339967286664,0.018321813158862207,0.014886473191575543,0.012596246546717767,0.6263769873686017,0.2736820840605042,-0.6497780913163147
0.0012113099395053384,0.6286698586032706,0.3682382216096229,0.047241087640708196,0.019380959032085414,0.012113099395053385,0.013324409334558723,0.6286698586032706,0.26648818669117447,-0.6739494578305367
0.001257564204551613,0.6338123590940129,0.3584057982972097,0.042757182954754835,0.020121027272825807,0.013833206250067741,0.022636155681929032,0.6338123590940129,0.2552855335239774,-0.6781695214302044
0.0013339322551560635,0.6349517534542862,0.357493844381825,0.0440197644201501,0.02267684833765308,0.013339322551560635,0.018675051572184888,0.6349517534542862,0.2507792639693399,-0.7801739037080437
0.0014131710267091956,0.6542981853663575,0.31089762587602304,0.046634643881403454,0.024023907454056324,0.015544881293801152,0.01978439437392874,0.6542981853663575,0.20914931195296096,-0.8155760063396703
0.0014904569730669563,0.6602724390686616,0.29212956672112345,0.04471370919200869,0.0238473115690713,0.019375940649870433,0.022356854596004345,0.6602724390686616,0.19823077741790518,-0.8940582121010768
0.0016053080904744636,0.6726240899088002,0.2504280621140163,0.046553934623759445,0.027290237538065882,0.016053080904744634,0.0176583889952191,0.6726240899088002,0.17016265759029314,-0.9139751804947439
0.0016634629647709087,0.6753659636969889,0.24120212989178175,0.04824042597835635,0.019961555577250902,0.016634629647709086,0.023288481506792722,0.6753659636969889,0.16135590758277812,-0.9344905653442421
0.0017168805150683524,0.6747340424218625,0.20774254232327063,0.04978953493698222,0.013735044120546819,0.017168805150683523,0.013735044120546819,0.6747340424218625,0.20774254232327063,-0.9587382806963052
0.0017764063074622563,0.6785872094505819,0.19540469382084819,0.04263375137909415,0.012434844152235794,0.01954046938208482,0.01776406307462256,0.6785872094505819,0.19540469382084819,-0.9958011275512351
0.0018689303570141886,0.684028510667193,0.17567945355933373,0.03924753749729796,0.014951442856113509,0.02429609464118445,0.011213582142085132,0.684028510667193,0.17567945355933373,-1.0128128912224978
0.0019615235122328024,0.6865332292814808,0.1667294985397882,0.033345899707957635,0.01569218809786242,0.01569218809786242,0.011769141073396813,0.6865332292814808,0.1667294985397882,-1.027247654086949
0.002031660217541191,0.6887328137464638,0.15846949696821291,0.024379922610494292,0.014221621522788339,0.014221621522788339,0.008126640870164764,0.6887328137464638,0.15846949696821291,-1.0309421166015043
0.002101290178498615,0.6892231785475459,0.15549547320889753,0.01891161160648754,0.012607741070991692,0.03151935267747923,0.00840516071399446,0.6892231785475459,0.15549547320889753,-1.0572862296542118
0.0022781289355267536,0.6925511964001332,0.14124399400265875,0.01822503148421403,0.015946902548687275,0.015946902548687275,0.0,0.6925511964001332,0.14124399400265875,-1.0646979746556464
0.0027512632918364494,0.6933183495427853,0.13756316459182247,0.019258843042855148,0.011005053167345798,0.016507579751018697,0.0,0.6933183495427853,0.13756316459182247,-1.0
0.00026068291113050653,0.49998982354831156,0.49998982354831156,0.0007820487333915196,0.0007820487333915196,0.0041709265780881044,0.004692292400349117,0.49998982354831156,0.49998982354831156,-0.14987840551526965
0.0002768497185180661,0.49999059164362736,0.49999059164362736,0.0019379480296264626,0.0019379480296264626,0.0038758960592529253,0.0038758960592529253,0.49999059164362736,0.49999059164362736,-0.1516188366471723
0.00028473020384926035,0.5005556983669998,0.4994167775516027,0.0019931114269448225,0.002277841630794083,0.005125143669286686,0.004270953057738906,0.5005556983669998,0.4994167775516027,-0.15343408714833545
0.00029307307797373926,0.5011549633350941,0.49881037871130424,0.002344584623789914,0.0032238038577111316,0.005568388481501046,0.004103023091632349,0.5011549633350941,0.49881037871130424,-0.12672868848260668
0.000306704978392426,0.4925681952982361,0.5072900342610726,0.002453639827139408,0.00306704978392426,0.004907279654278816,0.005213984632671241,0.4925681952982361,0.5072900342610726,-0.12607478982150225
0.00031600905283595053,0.4923421043184109,0.5075105388545366,0.0034760995811954558,0.0031600905283595054,0.0050561448453752085,0.004108117686867357,0.4923421043184109,0.5075105388545366,-0.12746012235138157
0.00032547532879757037,0.4927696477995216,0.5070905622666146,0.0039057039455708447,0.003254753287975704,0.005533080589558697,0.004231179274368415,0.4927696477995216,0.5070905622666146,-0.12723027658833247
0.000335068717812619,0.49255101518454997,0.5072940387683053,0.005696168202814524,0.0023454810246883334,0.005696168202814524,0.004690962049376667,0.49255101518454997,0.5072940387683053,-0.12879219803584288
0.00034477816881114135,0.4930327813999321,0.5068239081523778,0.005861228869789403,0.002068669012866848,0.005861228869789403,0.004826894363355979,0.4930327813999321,0.5068239081523778,-0.13031904513758197
0.0003550659980609913,0.4935417373047779,0.5063241132349736,0.006036121967036852,0.0024854619864269393,0.006391187965097843,0.004615857974792887,0.4935417373047779,0.5063241132349736,-0.13034316903369592
0.00036543505829676385,0.4933373287006312,0.5064929907993148,0.008039571282528805,0.002192610349780583,0.0065778310493417496,0.007308701165935278,0.4933373287006312,0.5064929907993148,-0.14599011217756563
